species	common_name	taxon_id	order	family	individual	type	info	file	etag
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_335.fastq.gz	41428de6c8f334a9a5f34f8a6b610822-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_336.fastq.gz	9d44bde231efb1a04d12285991eaa56e-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_337.fastq.gz	3a5ed4783fc8eed014b98301b2df3fe2-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_338.fastq.gz	c3835e5553a2cabd6d858c8128820757-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_339.fastq.gz	7c5d1141c519141d678e82e0476d0672-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_340.fastq.gz	02adfdc2147b4ba71f3dd4b67f952e0a-2
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_341.fastq.gz	eaa5908c31042e1c34f278fc081a9d2c-2
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_342.fastq.gz	d097e76a7b155f91cb0841ffa2587fc8-3
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_343.fastq.gz	3963324eec06c2247fa58bb4014bc7b9-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_344.fastq.gz	f72b2524d3516ce887aabb997e2e8a85-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_345.fastq.gz	6a9c772de1466aa956f674b5dc1509d2-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_346.fastq.gz	7d4d14b80742d481b583bc4b41377b84-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_347.fastq.gz	b5acd928b870dbe25ea1a163537055cf-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_348.fastq.gz	35b0151e0dd3736aa4959767279a8d65-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_349.fastq.gz	ed8d36d703bf1f09e769dfd2d4d23eb7-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_350.fastq.gz	2e88aa18cf897b7a28029704a651752f-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_351.fastq.gz	f2ac2bc2d822c2b69afa9dbce6f55725-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_352.fastq.gz	2f75216af33a58036db32a0ff935eb79-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_353.fastq.gz	3a2a41130dec47a96ff40ab9156c54a1-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_354.fastq.gz	0ddbb98713e1aadf06b3791be4ca2b50-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_355.fastq.gz	e4fcf972020c051d92b57f2fbc852e50-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_356.fastq.gz	aae59f32102cd144521f97297c3cb14f-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_357.fastq.gz	44f7b6ac9375869692b6f81753321008-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_358.fastq.gz	3c99c1a72e66586812b5ee4d35e87d65-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_359.fastq.gz	1e4ca7fd9137b1b82f64fd21fb2fed79-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_360.fastq.gz	93e38512042c5325186797f23a6b9f2a-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_361.fastq.gz	9236d410f1cc9bd03ae2ab5dcdab7691-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_362.fastq.gz	c6e7c5c310e44823234f44946e403c65-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_363.fastq.gz	257562763a0cce219bd433855adfc95b-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_364.fastq.gz	c5839907ff9438e98b38ee202064f0a8-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_365.fastq.gz	8e3443153d7395fabf03251f5ce2ecf0-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_366.fastq.gz	ea2bd4e7046636fdc2fec2052f3e7e68-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_367.fastq.gz	27fcc4a96b9a633be90852059e345d30-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_368.fastq.gz	03c3fb711ded90ff9ae797ebff9f8f5c-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_369.fastq.gz	96d3a782ee21a32c1980cbbc1b59b96c-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_370.fastq.gz	eabb1e3b12a92bf8e8e41b4930bc7e57-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_371.fastq.gz	0b3b8477214c8c7c4df99a169d945e78-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_372.fastq.gz	aefc7e846613094e46149776c302685a-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_373.fastq.gz	33ba8a72edfa887d0e86438c2c599582-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_374.fastq.gz	03db53c190ef7dd16ff21d1b7698612e-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_375.fastq.gz	338fe7d09dd5a55a123bf9250400adfd-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_376.fastq.gz	61baeb9bd756dd2f76308446a01d15b6-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_377.fastq.gz	d1f6d7236d4ab779a1a71e28b566aad5-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_378.fastq.gz	8353072b0cd5f94a15dbdcf0f7d6c1d9-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_379.fastq.gz	68a80af61d067abb11e7f55eb4a8ae0b-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_380.fastq.gz	30c5fe061775229711d8e47cfcaea108-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_381.fastq.gz	e868a118abfbe660afdd9a28e0c45ca5-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_382.fastq.gz	6f2c0b038d67baa24a668be63b0586ee-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_383.fastq.gz	7c3ae64d256fa45972a65f137eda33dd-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_384.fastq.gz	638422adce9251aa5389f18b2bc55165-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_385.fastq.gz	684b355b53b59c89ae214ba66fea4494-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_386.fastq.gz	df52799941366249f3504b57b1d4e84c-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_387.fastq.gz	35bf06f94b4e9667adfed24acd55b9ba-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_388.fastq.gz	3aa2477b0c3d95cb91dfe808e61f809c-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_389.fastq.gz	cc21ab03e34bf8cbd7e6ec5b6b538116-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_390.fastq.gz	ec677167c41f1d1654c4e9790436fe29-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_391.fastq.gz	658076f394dc204e6005f00b802e0d26-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_392.fastq.gz	c0fc75f19195a0eebee44ea5c51612af-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_393.fastq.gz	034a376f8cd91eb6466a872a95e1ce42-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_394.fastq.gz	c7c1120095048e34b0aa693712eccf7e-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_395.fastq.gz	d8ef5306a2cb84d861ab867010440611-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_396.fastq.gz	0522e7babca705962c74f2d6df37ca9c-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_397.fastq.gz	bb668377b136c271b2df6847629d9ca5-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_398.fastq.gz	0fdb133f2c67227175d2a92ca5e7decd-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_399.fastq.gz	c064ef2668cb598344e0d357be4b41ed-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_400.fastq.gz	26f2da4966d12eb3a743b34918d3fb81-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_401.fastq.gz	867ce3262a99b7506929f955b5fccca8-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_402.fastq.gz	6e70d95ef3d960ef66a4e741dde3af74-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_403.fastq.gz	7e27c681a0c5fea210d5c328181eff93-3
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_404.fastq.gz	f5369a4e2ffd77a987893d2cbce4cf39-2
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_405.fastq.gz	a14429412a991526c9b7f02890c73197-2
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_406.fastq.gz	656d982cf620bb3ff9b6d1d3c6eb5b17-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_407.fastq.gz	23026b70e8f1f8e1f79d80f77c3e74d2-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_408.fastq.gz	aa739100aeeb188bf50a5d9e61ea2e74-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_409.fastq.gz	66a5f852f420dd592602c1f223c82a34-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_410.fastq.gz	42b2470282e97b89b7ac7b7bc4dfd87b-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_411.fastq.gz	9e260e6b01525ba91b419cf008785a6a-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_412.fastq.gz	e3596e20461a688bef231ac9d4c72fce-5
Craniophora ligustri	the coronet	938226	Lepidoptera	Noctuidae	ilCraLigu1	ont.fastq_pass		https://darwin.cog.sanger.ac.uk/insects/Craniophora_ligustri/ilCraLigu1/genomic_data/ont/fastq_pass/PAD75754_2b247e71513e3e900e032cc9ec429f1c736de4b4_413.fastq.gz	c97d0ba18947fd9a4ccf9a1ce6819d1f-5
